Machine Availability Timeline[Created On],Machine Availability Timeline[Created By],Machine Availability Timeline[statuscodename],Machine Availability Timeline[ErrorCode],Machine Availability Timeline[ErrorMessage],Machine Availability Timeline[Regarding],Machine Availability Timeline[Flow Machine Group],Machine Availability Timeline[Run mode],Machine Availability Timeline[Day Name],Machine Availability Timeline[Start],Machine Availability Timeline[End],Machine Availability Timeline[Date],Machine Availability Timeline[Runtime duration (mins)],Machine Availability Timeline[Day of Week],Machine Availability Timeline[Year],Machine Availability Timeline[Hour of Day],Machine Availability Timeline[Start UTC],Machine Availability Timeline[End UTC],Machine Availability Timeline[Context],Machine Availability Timeline[parentWorkflowId],Machine Availability Timeline[Cloud Flow URL],Machine Availability Timeline[Value],Machine Availability Timeline[Time Slot],Machine Availability Timeline[desktop_taskstatus],Machine Availability Timeline[YearWeek],Machine Availability Timeline[Week of Year],[SumRuntime_duration__mins_],[SumDay_of_Week],[SumYear],[SumHour_of_Day],[SumValue],[SumYearWeek],[SumWeek_of_Year],[Tasks_Occupied]
2025-04-14T11:37:42,Mohammad Asim,Succeeded,,,Bullseye Excel Automation - V4,SVC09,Unattended,Monday,2025-04-14T12:40:47,2025-04-14T12:52:39,2025-04-14T00:00:00,11.866666666666667,1,2025,7,2025-04-14T07:40:47,2025-04-14T07:52:39,"{""hostName"":""IT-POWERAUTO-09"",""parentWorkflowId"":""82e41edd-fc3d-4797-ac28-a71a81539c6a"",""parentWorkflowRunId"":""08584569763442033732466425047CU45"",""attendedMode"":""Unattended"",""agentVersion"":""2.55.158.25087"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",82e41edd-fc3d-4797-ac28-a71a81539c6a,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/82e41edd-fc3d-4797-ac28-a71a81539c6a,7,7,Succeeded,202516,16,11.866666666666667,1,2025,7,7,202516,16,1
2025-04-14T11:40:06,Mohammad Asim,Succeeded,,,BullsEye-Non_Prime-C2D-Run by Queue,SVC03,Unattended,Monday,2025-04-14T11:40:15,2025-04-14T11:40:55,2025-04-14T00:00:00,0.6666666666666666,1,2025,6,2025-04-14T06:40:15,2025-04-14T06:40:55,"{""hostName"":""IT-powerauto-03"",""parentWorkflowId"":""e2123236-3cec-4f5b-b2b6-2f776bbdf1dd"",""parentWorkflowRunId"":""08584569760855865189898899136CU131"",""attendedMode"":""Unattended"",""agentVersion"":""2.53.186.25057"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,6,6,Succeeded,202516,16,0.6666666666666666,1,2025,6,6,202516,16,1
2025-04-14T12:10:07,Mohammad Asim,Succeeded,,,C2D-Prime-Top100ASIN-Run by Queue,SVC09,Unattended,Monday,2025-04-14T12:53:01,2025-04-14T13:08:27,2025-04-14T00:00:00,15.433333333333334,1,2025,7,2025-04-14T07:53:01,2025-04-14T08:08:27,"{""hostName"":""IT-POWERAUTO-09"",""parentWorkflowId"":""868bb74c-8764-4ba4-b5f6-aee56889fcd4"",""parentWorkflowRunId"":""08584569742852381999039434163CU30"",""attendedMode"":""Unattended"",""agentVersion"":""2.55.158.25087"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",868bb74c-8764-4ba4-b5f6-aee56889fcd4,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/868bb74c-8764-4ba4-b5f6-aee56889fcd4,7,7,Succeeded,202516,16,15.433333333333334,1,2025,7,7,202516,16,1
2025-04-14T12:22:11,powerautomate03 serviceaccount,Succeeded,,,Chan_P_ConvertPriceAuto_SVC03_v1,SVC03,Unattended,Monday,2025-04-14T12:22:22,2025-04-14T12:27:05,2025-04-14T00:00:00,4.716666666666667,1,2025,7,2025-04-14T07:22:22,2025-04-14T07:27:05,"{""hostName"":""IT-powerauto-03"",""parentWorkflowId"":""72b97fe9-eda2-4510-979e-1592f42e4ba3"",""parentWorkflowRunId"":""08584569735657203350060720230CU150"",""attendedMode"":""Unattended"",""agentVersion"":""2.53.186.25057"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""7fbd880a-cdd3-4fc2-82b1-832a51502ae1""}",72b97fe9-eda2-4510-979e-1592f42e4ba3,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/72b97fe9-eda2-4510-979e-1592f42e4ba3,7,7,Succeeded,202516,16,4.716666666666667,1,2025,7,7,202516,16,1
2025-04-14T12:33:01,powerautomate05 #,Failed,Database.SqlStatementError,"Problem while executing action 'Execute'. Error in SQL statement The statement has been terminated.
String or binary data would be truncated in table 'BusinessAnalytics.dbo.rpa_SuppressedReportDailyFull', column 'Product3_Source_URL'. Truncated value: 'https://www.tiktok.com/view/product/1729407566020907612?sku_id=1729407566020973148&source=gmc&trackP'. 
 
Microsoft.PowerPlatform.PowerAutomate.Desktop.Actions.SDK.ActionException: Error in SQL statement The statement has been terminated.
String or binary data would be truncated in table 'BusinessAnalytics.dbo.rpa_SuppressedReportDailyFull', column 'Product3_Source_URL'. Truncated value: 'https://www.tiktok.com/view/product/1729407566020907612?sku_id=1729407566020973148&source=gmc&trackP'. ---> System.Data.OleDb.OleDbException: The statement has been terminated.
String or binary data would be truncated in table 'BusinessAnalytics.dbo.rpa_SuppressedReportDailyFull', column 'Product3_Source_URL'. Truncated value: 'https://www.tiktok.com/view/product/1729407566020907612?sku_id=1729407566020973148&source=gmc&trackP'.
   at System.Data.OleDb.OleDbDataReader.ProcessResults(OleDbHResult hr)
   at System.Data.OleDb.OleDbDataReader.NextResult()
   at System.Data.OleDb.OleDbCommand.ExecuteReaderInternal(CommandBehavior behavior, String method)
   at System.Data.OleDb.OleDbCommand.ExecuteReader(CommandBehavior behavior)
   at System.Data.Common.DbDataAdapter.FillInternal(DataSet dataset, DataTable[] datatables, Int32 startRecord, Int32 maxRecords, String srcTable, IDbCommand command, CommandBehavior behavior)
   at System.Data.Common.DbDataAdapter.Fill(DataSet dataSet, Int32 startRecord, Int32 maxRecords, String srcTable, IDbCommand command, CommandBehavior behavior)
   at System.Data.Common.DbDataAdapter.Fill(DataSet dataSet)
   at Microsoft.Flow.RPA.Desktop.Modules.Database.Actions.DatabaseActions.ExecuteSQLStatement(Variant connectionString, Variant sqlConnectionVariable, Variant sqlCommand, Variant& result, Int32 timeout, Int32 getConnection)
   --- End of inner exception stack trace ---
   at Microsoft.Flow.RPA.Desktop.Modules.Database.Actions.ExecuteSqlStatement.Execute(ActionContext context)
   at Microsoft.Flow.RPA.Desktop.Robin.Engine.Execution.ActionRunner.Run(IActionStatement statement, Dictionary`2 inputArguments, Dictionary`2 outputArguments)",GetValidationPrice_From_GoogleShopping-V5,SVC05,Local,Monday,2025-04-14T11:01:59,2025-04-14T12:32:58,2025-04-14T00:00:00,90.98333333333333,1,2025,6,2025-04-14T06:01:59,2025-04-14T07:32:58,"{""hostName"":""IT-POWERAUTO-05"",""parentWorkflowId"":null,""parentWorkflowRunId"":null,""attendedMode"":""Local attended"",""agentVersion"":""2.54.188.25066"",""parentWorkflowType"":""DesktopFlow""}",,,6,6,Failed,202516,16,90.98333333333333,1,2025,6,6,202516,16,1
2025-04-14T12:33:01,powerautomate05 #,Failed,Database.SqlStatementError,"Problem while executing action 'Execute'. Error in SQL statement The statement has been terminated.
String or binary data would be truncated in table 'BusinessAnalytics.dbo.rpa_SuppressedReportDailyFull', column 'Product3_Source_URL'. Truncated value: 'https://www.tiktok.com/view/product/1729407566020907612?sku_id=1729407566020973148&source=gmc&trackP'. 
 
Microsoft.PowerPlatform.PowerAutomate.Desktop.Actions.SDK.ActionException: Error in SQL statement The statement has been terminated.
String or binary data would be truncated in table 'BusinessAnalytics.dbo.rpa_SuppressedReportDailyFull', column 'Product3_Source_URL'. Truncated value: 'https://www.tiktok.com/view/product/1729407566020907612?sku_id=1729407566020973148&source=gmc&trackP'. ---> System.Data.OleDb.OleDbException: The statement has been terminated.
String or binary data would be truncated in table 'BusinessAnalytics.dbo.rpa_SuppressedReportDailyFull', column 'Product3_Source_URL'. Truncated value: 'https://www.tiktok.com/view/product/1729407566020907612?sku_id=1729407566020973148&source=gmc&trackP'.
   at System.Data.OleDb.OleDbDataReader.ProcessResults(OleDbHResult hr)
   at System.Data.OleDb.OleDbDataReader.NextResult()
   at System.Data.OleDb.OleDbCommand.ExecuteReaderInternal(CommandBehavior behavior, String method)
   at System.Data.OleDb.OleDbCommand.ExecuteReader(CommandBehavior behavior)
   at System.Data.Common.DbDataAdapter.FillInternal(DataSet dataset, DataTable[] datatables, Int32 startRecord, Int32 maxRecords, String srcTable, IDbCommand command, CommandBehavior behavior)
   at System.Data.Common.DbDataAdapter.Fill(DataSet dataSet, Int32 startRecord, Int32 maxRecords, String srcTable, IDbCommand command, CommandBehavior behavior)
   at System.Data.Common.DbDataAdapter.Fill(DataSet dataSet)
   at Microsoft.Flow.RPA.Desktop.Modules.Database.Actions.DatabaseActions.ExecuteSQLStatement(Variant connectionString, Variant sqlConnectionVariable, Variant sqlCommand, Variant& result, Int32 timeout, Int32 getConnection)
   --- End of inner exception stack trace ---
   at Microsoft.Flow.RPA.Desktop.Modules.Database.Actions.ExecuteSqlStatement.Execute(ActionContext context)
   at Microsoft.Flow.RPA.Desktop.Robin.Engine.Execution.ActionRunner.Run(IActionStatement statement, Dictionary`2 inputArguments, Dictionary`2 outputArguments)",GetValidationPrice_From_GoogleShopping-V5,SVC05,Local,Monday,2025-04-14T11:01:59,2025-04-14T12:32:58,2025-04-14T00:00:00,90.98333333333333,1,2025,6,2025-04-14T06:01:59,2025-04-14T07:32:58,"{""hostName"":""IT-POWERAUTO-05"",""parentWorkflowId"":null,""parentWorkflowRunId"":null,""attendedMode"":""Local attended"",""agentVersion"":""2.54.188.25066"",""parentWorkflowType"":""DesktopFlow""}",,,7,7,Failed,202516,16,90.98333333333333,1,2025,6,7,202516,16,1
2025-04-14T12:40:04,Mohammad Asim,Succeeded,,,BullsEye-Non_Prime-C2D-Run by Queue,SVC03,Unattended,Monday,2025-04-14T12:40:14,2025-04-14T12:40:53,2025-04-14T00:00:00,0.65,1,2025,7,2025-04-14T07:40:14,2025-04-14T07:40:53,"{""hostName"":""IT-powerauto-03"",""parentWorkflowId"":""e2123236-3cec-4f5b-b2b6-2f776bbdf1dd"",""parentWorkflowRunId"":""08584569724854337242984107833CU34"",""attendedMode"":""Unattended"",""agentVersion"":""2.53.186.25057"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,7,7,Succeeded,202516,16,0.65,1,2025,7,7,202516,16,1
2025-04-14T12:45:40,powerautomate serviceaccount,Succeeded,,,CreateBulkFile_SLQSReport,SVC01,Unattended,Monday,2025-04-14T13:26:44,2025-04-14T13:26:59,2025-04-14T00:00:00,0.25,1,2025,8,2025-04-14T08:26:44,2025-04-14T08:26:59,"{""hostName"":""IT-powerauto-01"",""parentWorkflowId"":""6d173c2b-3b6b-49ec-8a5f-a2a0c63b415d"",""parentWorkflowRunId"":""08584569721851981320488713718CU35"",""attendedMode"":""Unattended"",""agentVersion"":""2.54.188.25066"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""d684eadb-acbe-44a4-8440-ae741486142d""}",6d173c2b-3b6b-49ec-8a5f-a2a0c63b415d,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/6d173c2b-3b6b-49ec-8a5f-a2a0c63b415d,8,8,Succeeded,202516,16,0.25,1,2025,8,8,202516,16,1
2025-04-14T13:01:10,Mohammad Asim,Succeeded,,,Insert SQL - Promotion Price amazon Scrape,SVC01,Unattended,Monday,2025-04-14T13:01:48,2025-04-14T13:02:15,2025-04-14T00:00:00,0.45,1,2025,8,2025-04-14T08:01:48,2025-04-14T08:02:15,"{""hostName"":""IT-powerauto-01"",""parentWorkflowId"":""b8b881fb-359f-4acb-aeb5-514cf68ecf83"",""parentWorkflowRunId"":""08584569712850669170832331612CU121"",""attendedMode"":""Unattended"",""agentVersion"":""2.54.188.25066"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",b8b881fb-359f-4acb-aeb5-514cf68ecf83,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/b8b881fb-359f-4acb-aeb5-514cf68ecf83,8,8,Succeeded,202516,16,0.45,1,2025,8,8,202516,16,1
2025-04-14T13:02:22,Mohammad Asim,Succeeded,,,Scrape Data - Amazon Promotion Price,SVC01,Unattended,Monday,2025-04-14T13:02:51,2025-04-14T13:26:33,2025-04-14T00:00:00,23.7,1,2025,8,2025-04-14T08:02:51,2025-04-14T08:26:33,"{""hostName"":""IT-powerauto-01"",""parentWorkflowId"":""b8b881fb-359f-4acb-aeb5-514cf68ecf83"",""parentWorkflowRunId"":""08584569712850669170832331612CU121"",""attendedMode"":""Unattended"",""agentVersion"":""2.54.188.25066"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",b8b881fb-359f-4acb-aeb5-514cf68ecf83,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/b8b881fb-359f-4acb-aeb5-514cf68ecf83,8,8,Succeeded,202516,16,23.7,1,2025,8,8,202516,16,1
2025-04-14T13:02:23,Mohammad Asim,Succeeded,,,Scrape Data - Amazon Promotion Price,SVC11,Unattended,Monday,2025-04-14T15:24:58,2025-04-14T15:48:15,2025-04-14T00:00:00,23.283333333333335,1,2025,10,2025-04-14T10:24:58,2025-04-14T10:48:15,"{""hostName"":""IT-POWERAUTO-11"",""parentWorkflowId"":""b8b881fb-359f-4acb-aeb5-514cf68ecf83"",""parentWorkflowRunId"":""08584569712850669170832331612CU121"",""attendedMode"":""Unattended"",""agentVersion"":""2.52.62.25009"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",b8b881fb-359f-4acb-aeb5-514cf68ecf83,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/b8b881fb-359f-4acb-aeb5-514cf68ecf83,10,10,Succeeded,202516,16,23.283333333333335,1,2025,10,10,202516,16,1
2025-04-14T13:22:12,powerautomate03 serviceaccount,Succeeded,,,Chan_P_ConvertPriceAuto_SVC03_v1,SVC03,Unattended,Monday,2025-04-14T13:22:21,2025-04-14T13:28:00,2025-04-14T00:00:00,5.65,1,2025,8,2025-04-14T08:22:21,2025-04-14T08:28:00,"{""hostName"":""IT-powerauto-03"",""parentWorkflowId"":""72b97fe9-eda2-4510-979e-1592f42e4ba3"",""parentWorkflowRunId"":""08584569699648057811431177919CU56"",""attendedMode"":""Unattended"",""agentVersion"":""2.53.186.25057"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""7fbd880a-cdd3-4fc2-82b1-832a51502ae1""}",72b97fe9-eda2-4510-979e-1592f42e4ba3,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/72b97fe9-eda2-4510-979e-1592f42e4ba3,8,8,Succeeded,202516,16,5.65,1,2025,8,8,202516,16,1
2025-04-14T13:40:04,Mohammad Asim,Succeeded,,,BullsEye-Non_Prime-C2D-Run by Queue,SVC03,Unattended,Monday,2025-04-14T13:40:13,2025-04-14T13:40:52,2025-04-14T00:00:00,0.65,1,2025,8,2025-04-14T08:40:13,2025-04-14T08:40:52,"{""hostName"":""IT-powerauto-03"",""parentWorkflowId"":""e2123236-3cec-4f5b-b2b6-2f776bbdf1dd"",""parentWorkflowRunId"":""08584569688851908393474785959CU134"",""attendedMode"":""Unattended"",""agentVersion"":""2.53.186.25057"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""781fafc5-ec9a-4ff0-a0ea-dd70fa1b908b""}",e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/e2123236-3cec-4f5b-b2b6-2f776bbdf1dd,8,8,Succeeded,202516,16,0.65,1,2025,8,8,202516,16,1
2025-04-14T14:13:13,powerautomate05 #,Failed,WebAutomation.CloseWebBrowserError,"Problem while executing action 'CloseWebBrowser'. Failed to close web browser. 
 
Microsoft.Flow.RPA.Desktop.Modules.SDK.Extended.Exceptions.InternalActionException: Failed to close web browser. ---> Microsoft.Flow.RPA.Desktop.UIAutomation.WebAutomation.Core.WebExtensionsBrowser.BrowserUnavailableException: Exception of type 'Microsoft.Flow.RPA.Desktop.UIAutomation.WebAutomation.Core.WebExtensionsBrowser.BrowserUnavailableException' was thrown.
   at Microsoft.Flow.RPA.Desktop.UIAutomation.Core.Abstractions.ServiceRouter`1.Invoke(MethodInfo targetMethod, Object[] args)
   at generatedProxy_6.CloseBrowser(WebBrowserInfo)
   at InvokeStub_IWebAutomationRuntime.CloseBrowser(Object, Span`1)
   at System.Reflection.MethodBaseInvoker.InvokeWithOneArg(Object obj, BindingFlags invokeAttr, Binder binder, Object[] parameters, CultureInfo culture)
--- End of remote exception stack trace ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at Microsoft.Flow.RPA.Desktop.UIAutomation.Shared.Rpc.RpcDispatchProxy`1.GetRemoteResultOrThrow(ISerializer serializer, RPCMessage response, Type expectedResultType, Object additionalContext)
   at Microsoft.Flow.RPA.Desktop.UIAutomation.Shared.Rpc.RpcDispatchProxy`1.Invoke(MethodInfo targetMethod, Object[] args)
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Reflection.DispatchProxyGenerator.Invoke(Object[] args)
   at Microsoft.Flow.RPA.Desktop.Modules.WebAutomation.Common.WebAutomationRuntimeServiceProxy.<>c__DisplayClass36_0.<ExecuteSafe>b__0(IWebAutomationRuntime s)
   at Microsoft.Flow.RPA.Desktop.Modules.WebAutomation.Common.WebAutomationRuntimeServiceProxy.ExecuteSafe[T](Func`2 action, TimeSpan timeout)
   at Microsoft.Flow.RPA.Desktop.Modules.WebAutomation.Common.WebAutomationRuntimeServiceProxy.ExecuteSafe(Action`1 action, TimeSpan timeout)
   at Microsoft.Flow.RPA.Desktop.Modules.WebAutomation.Actions.WebAutomationActionBase.<>c__DisplayClass7_0.<PerformWebAutomationWithLogging>b__0(IWebAutomationRuntime s)
   at Microsoft.Flow.RPA.Desktop.Modules.WebAutomation.Actions.WebAutomationActionBase.PerformWebAutomationWithLogging[T](Func`2 action, WebAutomationRuntimeLogData requestData, Func`3 resultData)
   at Microsoft.Flow.RPA.Desktop.Modules.WebAutomation.Actions.CloseWebBrowser.Execute(ActionContext context)
   --- End of inner exception stack trace ---
   at Microsoft.Flow.RPA.Desktop.Modules.WebAutomation.Actions.CloseWebBrowser.Execute(ActionContext context)
   at Microsoft.Flow.RPA.Desktop.Robin.Engine.Execution.ActionRunner.Run(IActionStatement statement, Dictionary`2 inputArguments, Dictionary`2 outputArguments)",GetValidationPrice_From_GoogleShopping-V5,SVC05,Local,Monday,2025-04-14T12:45:10,2025-04-14T14:13:11,2025-04-14T00:00:00,88.01666666666667,1,2025,7,2025-04-14T07:45:10,2025-04-14T09:13:11,"{""hostName"":""IT-POWERAUTO-05"",""parentWorkflowId"":null,""parentWorkflowRunId"":null,""attendedMode"":""Local attended"",""agentVersion"":""2.54.188.25066"",""parentWorkflowType"":""DesktopFlow""}",,,7,7,Failed,202516,16,88.01666666666667,1,2025,7,7,202516,16,1
2025-04-14T14:13:13,powerautomate05 #,Failed,WebAutomation.CloseWebBrowserError,"Problem while executing action 'CloseWebBrowser'. Failed to close web browser. 
 
Microsoft.Flow.RPA.Desktop.Modules.SDK.Extended.Exceptions.InternalActionException: Failed to close web browser. ---> Microsoft.Flow.RPA.Desktop.UIAutomation.WebAutomation.Core.WebExtensionsBrowser.BrowserUnavailableException: Exception of type 'Microsoft.Flow.RPA.Desktop.UIAutomation.WebAutomation.Core.WebExtensionsBrowser.BrowserUnavailableException' was thrown.
   at Microsoft.Flow.RPA.Desktop.UIAutomation.Core.Abstractions.ServiceRouter`1.Invoke(MethodInfo targetMethod, Object[] args)
   at generatedProxy_6.CloseBrowser(WebBrowserInfo)
   at InvokeStub_IWebAutomationRuntime.CloseBrowser(Object, Span`1)
   at System.Reflection.MethodBaseInvoker.InvokeWithOneArg(Object obj, BindingFlags invokeAttr, Binder binder, Object[] parameters, CultureInfo culture)
--- End of remote exception stack trace ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at Microsoft.Flow.RPA.Desktop.UIAutomation.Shared.Rpc.RpcDispatchProxy`1.GetRemoteResultOrThrow(ISerializer serializer, RPCMessage response, Type expectedResultType, Object additionalContext)
   at Microsoft.Flow.RPA.Desktop.UIAutomation.Shared.Rpc.RpcDispatchProxy`1.Invoke(MethodInfo targetMethod, Object[] args)
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Reflection.DispatchProxyGenerator.Invoke(Object[] args)
   at Microsoft.Flow.RPA.Desktop.Modules.WebAutomation.Common.WebAutomationRuntimeServiceProxy.<>c__DisplayClass36_0.<ExecuteSafe>b__0(IWebAutomationRuntime s)
   at Microsoft.Flow.RPA.Desktop.Modules.WebAutomation.Common.WebAutomationRuntimeServiceProxy.ExecuteSafe[T](Func`2 action, TimeSpan timeout)
   at Microsoft.Flow.RPA.Desktop.Modules.WebAutomation.Common.WebAutomationRuntimeServiceProxy.ExecuteSafe(Action`1 action, TimeSpan timeout)
   at Microsoft.Flow.RPA.Desktop.Modules.WebAutomation.Actions.WebAutomationActionBase.<>c__DisplayClass7_0.<PerformWebAutomationWithLogging>b__0(IWebAutomationRuntime s)
   at Microsoft.Flow.RPA.Desktop.Modules.WebAutomation.Actions.WebAutomationActionBase.PerformWebAutomationWithLogging[T](Func`2 action, WebAutomationRuntimeLogData requestData, Func`3 resultData)
   at Microsoft.Flow.RPA.Desktop.Modules.WebAutomation.Actions.CloseWebBrowser.Execute(ActionContext context)
   --- End of inner exception stack trace ---
   at Microsoft.Flow.RPA.Desktop.Modules.WebAutomation.Actions.CloseWebBrowser.Execute(ActionContext context)
   at Microsoft.Flow.RPA.Desktop.Robin.Engine.Execution.ActionRunner.Run(IActionStatement statement, Dictionary`2 inputArguments, Dictionary`2 outputArguments)",GetValidationPrice_From_GoogleShopping-V5,SVC05,Local,Monday,2025-04-14T12:45:10,2025-04-14T14:13:11,2025-04-14T00:00:00,88.01666666666667,1,2025,7,2025-04-14T07:45:10,2025-04-14T09:13:11,"{""hostName"":""IT-POWERAUTO-05"",""parentWorkflowId"":null,""parentWorkflowRunId"":null,""attendedMode"":""Local attended"",""agentVersion"":""2.54.188.25066"",""parentWorkflowType"":""DesktopFlow""}",,,8,8,Failed,202516,16,88.01666666666667,1,2025,7,8,202516,16,1
2025-04-14T14:23:54,powerautomate03 serviceaccount,Succeeded,,,Chan_P_ConvertPriceAuto_SVC03_v1,SVC03,Unattended,Monday,2025-04-14T14:24:08,2025-04-14T14:27:56,2025-04-14T00:00:00,3.8000000000000003,1,2025,9,2025-04-14T09:24:08,2025-04-14T09:27:56,"{""hostName"":""IT-powerauto-03"",""parentWorkflowId"":""72b97fe9-eda2-4510-979e-1592f42e4ba3"",""parentWorkflowRunId"":""08584569663648229124853009924CU148"",""attendedMode"":""Unattended"",""agentVersion"":""2.53.186.25057"",""connectionType"":""AzureRelay"",""parentWorkflowType"":""ApiFlow"",""secureData"":[],""hasSensitiveVariables"":[],""runOwnerObjectId"":""7fbd880a-cdd3-4fc2-82b1-832a51502ae1""}",72b97fe9-eda2-4510-979e-1592f42e4ba3,https://make.powerautomate.com/environments/Default-9b5b8dd2-61cb-4b6f-9664-28fd7b133562/flows/shared/72b97fe9-eda2-4510-979e-1592f42e4ba3,9,9,Succeeded,202516,16,3.8000000000000003,1,2025,9,9,202516,16,1
2025-04-14T14:26:20,powerautomate serviceaccount,Succeeded,,,GetValidationPrice_From_GoogleShopping-V5,SVC01,Local,Monday,2025-04-14T14:13:36,2025-04-14T14:26:19,2025-04-14T00:00:00,12.716666666666667,1,2025,9,2025-04-14T09:13:36,2025-04-14T09:26:19,"{""hostName"":""IT-POWERAUTO-01"",""parentWorkflowId"":null,""parentWorkflowRunId"":null,""attendedMode"":""Local attended"",""agentVersion"":""2.54.188.25066"",""parentWorkflowType"":""DesktopFlow""}",,,9,9,Succeeded,202516,16,12.716666666666667,1,2025,9,9,202516,16,1
2025-04-14T14:33:54,powerautomate05 #,Succeeded,,,GetValidationPrice_From_GoogleShopping-V5,SVC05,Local,Monday,2025-04-14T14:13:23,2025-04-14T14:33:53,2025-04-14T00:00:00,20.5,1,2025,9,2025-04-14T09:13:23,2025-04-14T09:33:53,"{""hostName"":""IT-POWERAUTO-05"",""parentWorkflowId"":null,""parentWorkflowRunId"":null,""attendedMode"":""Local attended"",""agentVersion"":""2.54.188.25066"",""parentWorkflowType"":""DesktopFlow""}",,,9,9,Succeeded,202516,16,20.5,1,2025,9,9,202516,16,1
